License Number,License Type,License Type Code,License Status,License Status Code,Issued Date,Effective Date,Expiration Date,Application Number,SEE Category,Entity Name,DBA,Location ID,Address Line 1,Address Line 2,City,State,Zip Code,County,Region,Latitude,Longitude,Business Website,Operational Status,Business Purpose,Tier Type,Processor Type,Cultivation Indoor,Cultivation Outdoor,Cultivation Mixed Light,Cultivation Combination,Cultivation Activities Drying Curing,Cultivation Activities Storage,Cultivation Activities Packaging,Cultivation Activities Waste Rendering,Processing Activities Extraction,Processing Activities Blending and Infusing,Processing Activities Packaging and Labeling,Processing Activities Branding,Retail Activities Sales with Delivery,Retail Activities Sales No Delivery,Retail Activities Non-Cannabis Products,Retail Activities Drive Thru,Retail Date Opened to Public,Primary Contact Name
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,,,CAURD Pending Location,,LID008,3551 Boston Rd,,Bronx,NY,10469,Bronx,,40.87796469,-73.84479946,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,,,CAURD Pending Location,,LID017,439 Court Street,,Binghamton,NY,13904,Broome,,42.10449454,-75.87945157,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,,,CAURD Pending Location,,LID021,75 Smithfield Blvd,,Plattsburgh,NY,12901,Clinton,,44.70171221,-73.49403335,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,,,CAURD Pending Location,,LID059,1657 Hudson Ave,,Irondequoit,NY,14617,Monroe,,43.19765815,-77.60031623,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,,,CAURD Pending Location,,LID060,1802 East Ridge Road,,Irondequoit,NY,14622,Monroe,,43.20130706,-77.5693272,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,,,CAURD Pending Location,,LID061,1960 Empire Blvd,,Penfield,NY,14580,Monroe,,43.19377048,-77.50180137,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,,,CAURD Pending Location,,LID115,245-02 Francis Lewis Blvd,,Jamaica,NY,11422,Queens,,40.66482764,-73.73504322,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,,,CAURD Pending Location,,LID149,2449 Middle Country Rd,,Centereach,NY,11720,Suffolk,,40.8582531,-73.09735923,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-RETL-24-000078,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/29/2024 12:00:00 AM,04/29/2024 12:00:00 AM,04/29/2026 12:00:00 AM,OCMRETL-2023-002105,Women-Owned Business,Caurd Wellness LLC,,C93EB4D6-293D-4FA6-B0BB-08FF733D87F7,465 Onderdonk Ave,,Ridgewood,NY,11385,Queens,Queens,40.707108,-73.912007,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Taylor Seyfert
OCM-RETL-24-000170,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,09/11/2024 12:00:00 AM,09/11/2024 12:00:00 AM,09/11/2026 12:00:00 AM,OCMRETL-2023-001420,Minority-Owned Business,CBJ Retail LLC,,BEF2569C-AE9F-4511-AFE1-E64E3582A641,1019 Surf Ave,,Brooklyn,NY,11224,Kings,Brooklyn,40.57579,-73.97901,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,Bryan Mckenzie
,Adult-Use Cultivator License,OCMCULT,In-Process,Pending,,,,OCMCULT-2023-000358,,"CCKNY, LLC",,229357E4-BBF1-48E3-A078-141B3B134DD4,,,,,,Erie,Western NY,,,,Non-Operational,Adult-Use Cultivation,CULT_INDOOR_T2,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Parker Berling
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000511,,"CCKNY, LLC",,049A9DBF-5A37-4569-B479-2E6F83807467,41 Chandler St,,Buffalo,NY,14207,Erie,Western NY,42.838484,-78.849225,,Non-Operational,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Gilbert Milam
,Adult-Use Distributor License,OCMDIST,In-Process,Pending,,,,OCMDIST-2024-000032,,"CDS Brands, LLC",,FB60B018-1401-406E-9580-D2440A6ADC2E,1800 Elmwood Ave,,Buffalo,NY,14207,Erie,Western NY,42.94582,-78.87938,www.iamgoodness.com,Non-Operational,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Timothy Thill
,Adult-Use Distributor License,OCMDIST,In-Process,Pending,,,,OCMDIST-2024-000032,,"CDS Brands, LLC",,40CFDF78-CE2F-4619-9037-EA1BBFD91070,85 River Rock Dr Ste 202,,Buffalo,NY,14207,Erie,Western NY,42.94671,-78.89761,www.iamgoodness.com,Non-Operational,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Timothy Thill
OCM-PROC-24-000124,Adult-Use Processor License,OCMPROC,Active,LICACT,10/03/2024 12:00:00 AM,10/03/2024 12:00:00 AM,10/03/2026 12:00:00 AM,OCMPROC-2024-000035,,"CDS Brands, LLC",,562F73B4-D930-4DF4-B92C-36D1693394F0,1800 Elmwood Ave,,Buffalo,NY,14207,Erie,Western NY,42.94582,-78.87938,www.iamgoodness.com,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Timothy Thill
OCM-PROC-24-000124,Adult-Use Processor License,OCMPROC,Active,LICACT,10/03/2024 12:00:00 AM,10/03/2024 12:00:00 AM,10/03/2026 12:00:00 AM,OCMPROC-2024-000035,,"CDS Brands, LLC",,F6ECD92D-42DB-40D3-B9F6-B89F69F5C258,85 River Rock Dr Ste 202,,Buffalo,NY,14207,Erie,Western NY,42.946712,-78.897322,www.iamgoodness.com,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,Timothy Thill
OCM-RETL-24-000098,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,05/14/2024 12:00:00 AM,05/14/2024 12:00:00 AM,05/14/2026 12:00:00 AM,OCMRETL-2023-001360,Service-Disabled Veteran-Owned Business,"CEBEDE, LLC",,EAEDCB1A-526F-464C-8B90-ECD79A0A2EFF,24 Washington St,,Ellicottville,NY,14731,Cattaraugus,Western NY,42.27602,-78.67147,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Christina Marquez
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000103,,CELES WALTERS,,LID220,820 2nd Ave,,New York,NY,10017,New York,,40.75104094,-73.97123416,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-CAURD-24-000072,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,02/02/2026 12:00:00 AM,OCMCAURDP-2023-000171,,Central Apothecary LLC,Lucky Dog 420,90233,974 State Route 67,,Ballston Spa,NY,12020,Saratoga,Capital Region,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,03/30/2024 12:00:00 AM,Jamie Croyle
OCM-CULT-24-000022,Adult-Use Cultivator License,OCMCULT,Active,LICACT,04/11/2024 12:00:00 AM,04/11/2024 12:00:00 AM,04/11/2026 12:00:00 AM,OCMCULT-2023-000340,,"Central Processors NY, LLC",,089072C9-373D-421D-928A-5C30644F4E2A,,,,,,Onondaga,Central NY,,,http://www.centralprocessorsny.com,Active,Adult-Use Cultivation,CCULT_MIXED_T2,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,John Vavalo
OCM-PROC-24-000061,Adult-Use Processor License,OCMPROC,Active,LICACT,07/17/2024 12:00:00 AM,07/17/2024 12:00:00 AM,07/17/2026 12:00:00 AM,OCMPROC-2023-000494,,"Central Processors NY, LLC",,569BBD86-39E4-4E3A-A5FE-82882133F0AB,26 Corporate Circle,Ste 1 & 2,East Syracuse,NY,13057,Onondaga,Central NY,43.105175,-76.083876,http://www.centralprocessorsny.com,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,John Vavalo
OCM-MICR-24-000108,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMMICR-2023-000034,Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition,Certz INC.,,CD950A9C-05A6-4F56-83F9-1E338849F31D,,,,,,New York,Manhattan,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,,Stephen Vasquez
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000212,,CHANCHALA CORP,LIBERTY CIGAR AND TOBACCO,72FCE580-3917-44A8-A336-0842A4303B09,1941 State Route 52,,Liberty,NY,12754,Sullivan,Mid-Hudson,41.783084,-74.71981,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Ajit Padhiar
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000118,,CHENCANNA INC.,,85156990-936F-499E-B056-865807AF4DC0,4 Lafayette Park,,Oxford,NY,13830,Chenango,Southern Tier,42.44254,-75.59751,,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,Jeffrey Emerson
OCM-CULT-24-000023,Adult-Use Cultivator License,OCMCULT,Active,LICACT,04/11/2024 12:00:00 AM,04/11/2024 12:00:00 AM,04/11/2026 12:00:00 AM,OCMCULT-2023-000333,,"Cherry Valley Growers, Inc",,0E49233A-D527-4F59-8E85-1956EC999948,,,,,,Otsego,Mohawk Valley,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T3,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Joseph Passalaqua
OCM-CULT-24-000023,Adult-Use Cultivator License,OCMCULT,Active,LICACT,04/11/2024 12:00:00 AM,04/11/2024 12:00:00 AM,04/11/2026 12:00:00 AM,OCMCULT-2023-000333,,"Cherry Valley Growers, Inc",,9C39BCDD-C110-4FCC-A631-2018928FFCF9,,,,,,Otsego,Mohawk Valley,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T3,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Joseph Passalaqua
OCM-DIST-24-000065,Adult-Use Distributor License,OCMDIST,Active,LICACT,08/28/2024 12:00:00 AM,08/28/2024 12:00:00 AM,08/28/2026 12:00:00 AM,OCMDIST-2023-000308,,"Cherry Valley Growers, Inc",,F820F50B-7D3F-49AD-A15F-0A436152EC12,2750 County Highway 31,,Cherry Valley,NY,13320,Otsego,Mohawk Valley,42.84689,-74.79341,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Joseph Passalaqua
OCM-DIST-24-000065,Adult-Use Distributor License,OCMDIST,Active,LICACT,08/28/2024 12:00:00 AM,08/28/2024 12:00:00 AM,08/28/2026 12:00:00 AM,OCMDIST-2023-000308,,"Cherry Valley Growers, Inc",,46149DAB-72B6-4F39-8838-8C792BAB2219,2789 County Road 31,,Cherry Valley,NY,13320,Otsego,Mohawk Valley,42.84759,-74.79333,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Joseph Passalaqua
OCM-PROC-24-000035,Adult-Use Processor License,OCMPROC,Active,LICACT,05/24/2024 12:00:00 AM,05/24/2024 12:00:00 AM,05/24/2026 12:00:00 AM,OCMPROC-2023-000479,,"Cherry Valley Growers, Inc",,63CD3B93-C8E3-4765-9A58-86B6A9EC45F0,2750 County Highway 31,,Cherry Valley,NY,13320,Otsego,Mohawk Valley,42.84689,-74.79341,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,Joseph Passalaqua
OCM-PROC-24-000035,Adult-Use Processor License,OCMPROC,Active,LICACT,05/24/2024 12:00:00 AM,05/24/2024 12:00:00 AM,05/24/2026 12:00:00 AM,OCMPROC-2023-000479,,"Cherry Valley Growers, Inc",,89C650D1-DEFE-4151-8038-944FAB4425AB,2789 County Road 31,,Cherry Valley,NY,13320,Otsego,Mohawk Valley,42.84759,-74.79333,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,Joseph Passalaqua
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-002009,,"Chesterfield Cannabis Co., LLC",,62725253-6D2E-4FD7-BD48-8D9387AD89BE,89 Kent St,,Keesville,NY,12944,Essex,North Country,44.504712,-73.478903,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Mikki Rennie
OCM-CULT-24-000057,Adult-Use Cultivator License,OCMCULT,Active,LICACT,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,02/20/2026 12:00:00 AM,OCMCULT-2023-000034,,Chickidoo LLC,Chickidoo Hempstead,24B26661-6DBB-408E-91FD-33A4A5C4D50F,,,,,,Orange,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T2,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Arthur Brownsey
OCM-RETL-24-000141,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,07/17/2024 12:00:00 AM,07/17/2024 12:00:00 AM,07/17/2026 12:00:00 AM,OCMRETL-2023-000156,Minority-Owned Business,Chronic Bliss LLC,Altitude Ithaca,79080044-170C-48F9-B80B-6016CD148C5D,1429 Danby Rd,,Ithaca,NY,14850,Tompkins,Southern Tier,42.38135,76.49085,www.altitudeithaca.com,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Kevin Hart
OCM-RETL-24-000051,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/15/2024 12:00:00 AM,04/15/2024 12:00:00 AM,04/15/2026 12:00:00 AM,OCMRETL-2023-000049,Minority-Owned Business,Chronic Brooklyn LLC,Chronic Brooklyn,A45FFD94-3879-447B-8E60-E7D5064BE39E,483 3rd Ave,,Brooklyn,NY,11215,Kings,Brooklyn,40.67064103,73.99157854,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,08/03/2024 12:00:00 AM,Tracy Pearce
OCM-DIST-24-000042,Adult-Use Distributor License,OCMDIST,Active,LICACT,07/12/2024 12:00:00 AM,07/12/2024 12:00:00 AM,07/12/2026 12:00:00 AM,OCMDIST-2023-000121,,Chronic Coffee Corp.,,E972EAF6-1401-42A5-A162-0FDD33ED2845,40 W 1st St Fl 2,,Mount Vernon,NY,10550,Westchester,Mid-Hudson,40.91096,73.8391,www.chroniccoffeeny.com,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ross Farbman
OCM-MICR-24-000107,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMMICR-2023-000007,,Circle Hill Farm llc,,53DBD4F6-3BA9-4777-8573-94D8963D3042,,,,,,Wayne,Finger Lakes,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,,Bryce Serpe-Miller
MM0904D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Citiva Medical, LLC",,LID023,1147 Route 9,,Wappingers Falls,NY,12590,Dutchess,,41.56644398,-73.90728622,,,Medical Sales,,,,,,,,,,,,,,,,,,,02/13/2019 12:00:00 AM,
MM0906D,Adult-Use Registered Organization Dispensary License,OCMXROD,Active,LICACT,,,,,,"Citiva Medical, LLC",,LID033,204-206 Flatbush Ave,,Brooklyn,NY,11217,Kings,,40.68130244,-73.97553763,,,Medical and Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,09/29/2022 12:00:00 AM,
MM0903D,Adult-Use Registered Organization Dispensary License,OCMXROD,Active,LICACT,,,,,,"Citiva Medical, LLC",,LID132,338 New Dorp Lane,,Staten Island,NY,10306,Richmond,,40.57124944,-74.11133809,,,Medical and Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,03/02/2020 12:00:00 AM,
MM0905D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Citiva Medical, LLC",,LID165,700 W Buffalo St,,Ithaca,NY,14850,Tompkins,,42.44100489,-76.51081028,,,Medical Sales,,,,,,,,,,,,,,,,,,,,
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001911,,Citruccino LLC,,E9C294ED-E1F3-42B1-82E7-A9E5DEDB248C,1 Dalfonso Rd,,Newburgh,NY,12550,Orange,Mid-Hudson,41.502658,-74.05249,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,Annique Monk-Goldsmith
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000482,,CJKBCC NY LLC,,0BA6F74C-B59B-4132-936C-689DC203DCAE,37 Coats St,,Wellsville,NY,14895,Allegany,Western NY,42.131864,-77.957022,,Non-Operational,Adult-Use Processing,,"Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,Conlan Keller
OCM-RETL-24-000174,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,09/11/2024 12:00:00 AM,09/11/2024 12:00:00 AM,09/11/2026 12:00:00 AM,OCMRETL-2023-000276,Women-Owned Business,"Classy Canna, LLC",,5C7DDD8C-F80E-4740-BBAA-98E4CD7B1EE1,8 N Main St,,Homer,NY,13077,Cortland,Central NY,42.63737384,76.17880469,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Hailey Ruoff
OCM-CULT-24-000083,Adult-Use Cultivator License,OCMCULT,Active,LICACT,05/13/2024 12:00:00 AM,05/13/2024 12:00:00 AM,05/13/2026 12:00:00 AM,OCMCULT-2023-000255,Women-Owned Business,Claverack Farm LLC,Claverack Creek Farm,DB2E5823-3123-4A32-8F09-F6AA3571AA42,,,,,,Columbia,Capital District,,,mokotoke.com,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Sophia Mokotoff
OCM-DIST-24-000054,Adult-Use Distributor License,OCMDIST,Active,LICACT,07/26/2024 12:00:00 AM,07/26/2024 12:00:00 AM,07/26/2026 12:00:00 AM,OCMDIST-2023-000230,Women-Owned Business,Claverack Farm LLC,Claverack Creek Farm,E450CF65-CD5B-4FC3-A3C0-DA1AC62E2250,370 State Route 23b,,Hudson,NY,12534,Columbia,Capital District,42.231932,-73.752445,mokotoke.com,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sophia Mokotoff
OCM-PROC-24-000053,Adult-Use Processor License,OCMPROC,Active,LICACT,06/28/2024 12:00:00 AM,06/28/2024 12:00:00 AM,06/28/2026 12:00:00 AM,OCMPROC-2023-000315,Women-Owned Business,Claverack Farm LLC,Claverack Creek Farm,D2B23EC3-A6EF-4772-84C7-E3C0378C76C5,370 State Route 23b,,Hudson,NY,12534,Columbia,Capital District,42.231932,-73.752445,mokotoke.com,Active,Adult-Use Processing,,"Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,Sophia Mokotoff
OCM-RETL-24-000071,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/25/2024 12:00:00 AM,04/25/2024 12:00:00 AM,04/25/2026 12:00:00 AM,OCMRETL-2023-002204,,"CL Canna Holdings, LLC",,C11B27EB-A089-4420-BE3E-A4998F00E12A,3808 State Route 13,,Pulaski,NY,13142,Oswego,Central NY,43.557747,-76.116886,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,08/15/2024 12:00:00 AM,Corey Loerzel
OCM-MICR-24-000071,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,03/26/2024 12:00:00 AM,03/26/2024 12:00:00 AM,03/26/2026 12:00:00 AM,OCMMICR-2023-000555,,Clear Natural LLC,,A65A0778-077C-4AAF-9EAB-DE224545C605,,,,,,Westchester,Mid-Hudson,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,,Roberto Leslie
OCM-CAURD-24-000084,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,02/20/2026 12:00:00 AM,OCMCAURDP-2023-000211,,Clemencia E Meza,,114392,3264 85th St,,East Elmhurst,NY,11370,Queens,Queens,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,,Hector Echeverri
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-002081,,CLF BH LLC,Cookies Brooklyn,0231F35E-BA75-42C9-8F86-834887684624,60 N 1st St,,Brooklyn,NY,11249,Kings,Brooklyn,40.716403,-73.964691,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Jordana Lasko
OCM-CULT-24-000065,Adult-Use Cultivator License,OCMCULT,Active,LICACT,04/12/2024 12:00:00 AM,04/12/2024 12:00:00 AM,04/12/2026 12:00:00 AM,OCMCULT-2023-000180,,"Close Farm Ventures, LLC",,721E2208-C773-43B5-BA49-F933E7157237,,,,,,Fulton,Mohawk Valley,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,William Close
OCM-RETL-24-000007,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,02/28/2026 12:00:00 AM,OCMRETL-2023-000110,Minority-Owned Business,Cloud 9 Evolution LLC,,4BA793F1-04C6-4523-B781-D9698F3AAC93,1643 Eastern Pkwy,,Schenectady,NY,12309,Schenectady,Capital District,42.80704,73.91206,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,Aman Kaur
OCM-RETL-24-000085,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,05/13/2024 12:00:00 AM,05/13/2024 12:00:00 AM,05/13/2026 12:00:00 AM,OCMRETL-2023-000718,,Cloud 9 Smoke & Gift Shop Inc.,,0913CFEB-D523-4AF0-808E-853E6999619C,305 Saw Mill River Rd,,Yonkers,NY,10701,Westchester,Mid-Hudson,40.9473285,-73.876908,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Lawrence Eid
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000950,,CLOUD EMPIRE SHOP 2 CORPORATION,,EB128DF8-47F0-4D5F-8205-3B3E804C43EE,1708 Sunrise Hwy,,Copiague,NY,11726,Suffolk,Long Island,40.69453726,-73.39383191,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Radfan Nagi
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000229,,CloudFather LLC,,LID203,6842-6850 Main St,,Williamsville,NY,14221,Erie,,42.96540696,-78.69887752,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000268,,C&M Hospitality,Beggars Tomb,5D88AE3D-E26A-4D30-8E00-E8FA10887B44,26-28 Orchard Lane,,Woodstock,NY,12498,Ulster,Mid-Hudson,42.0416,-74.12655,,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Martin Mills
OCM-CULT-24-000045,Adult-Use Cultivator License,OCMCULT,Active,LICACT,03/25/2024 12:00:00 AM,03/25/2024 12:00:00 AM,03/25/2026 12:00:00 AM,OCMCULT-2023-000096,,CM Spencer Farms LLC,,88F44153-BACD-43DB-818F-17BE7C4EC72D,,,,,,Tioga,Southern Tier,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Kirk Mandeville
OCM-DIST-24-000055,Adult-Use Distributor License,OCMDIST,Active,LICACT,07/26/2024 12:00:00 AM,07/26/2024 12:00:00 AM,07/26/2026 12:00:00 AM,OCMDIST-2023-000074,,CM Spencer Farms LLC,,3CE67A0E-1617-4D6C-8D7B-C12E0B8B024A,894 Ithaca Rd,,Spencer,NY,14883,Tioga,Southern Tier,42.26818,-76.50896,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Kirk Mandeville
OCM-PROC-24-000021,Adult-Use Processor License,OCMPROC,Active,LICACT,04/29/2024 12:00:00 AM,04/29/2024 12:00:00 AM,04/29/2026 12:00:00 AM,OCMPROC-2023-000084,,CM Spencer Farms LLC,,A9CEE3C8-AFD8-4162-84FC-3A4DB1978020,894 Ithaca Rd,,Spencer,NY,14883,Tioga,Southern Tier,42.26818,-76.50896,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,Kirk Mandeville
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000085,,CM Spencer Processing LLC,,EDFE3CCE-CE35-4A98-937E-B227C3B44045,894 Ithaca Rd,,Spencer,NY,14883,Tioga,Southern Tier,42.2673,-76.51226,,Non-Operational,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Donna Richetti
OCM-RETL-24-000105,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,06/03/2024 12:00:00 AM,06/03/2024 12:00:00 AM,06/03/2026 12:00:00 AM,OCMRETL-2023-000361,Minority-Owned Business,CNBS27 Inc.,,D601776D-E9F7-4EF9-A711-272E70CF459C,383 8th Ave,,New York,NY,10001,New York,Manhattan,40.749213,-73.995868,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Kwangil Yoo
